1,1,301.9814965724945
2,1,298.69892954826355
3,1,286.8997960090637
4,1,281.56565284729004
5,1,276.18892097473145
6,1,271.42382192611694
7,1,265.68532156944275
8,1,260.46939182281494
9,1,255.21329402923584
10,1,250.01783847808838
11,1,238.02177810668945
12,1,232.2022204399109
13,1,226.51243543624878
14,1,220.07176995277405
15,1,214.42416214942932
16,1,209.06349229812622
17,1,203.52556729316711
18,1,197.59956765174866
19,1,192.1694312095642
20,1,186.7254569530487
21,1,180.45382738113403
22,1,174.70595836639404
23,1,169.0629255771637
24,1,163.16695308685303
25,1,157.4578628540039
26,1,151.88262104988098
27,1,146.25563979148865
28,1,140.52793169021606
29,1,135.05050492286682
30,1,129.02524399757385
31,1,123.35468196868896
32,1,117.46816349029541
33,1,111.67516756057739
34,1,105.93738627433777
35,1,100.23259139060974
36,1,94.8545253276825
37,1,89.0729706287384
38,1,83.19502401351929
39,1,77.49087119102478
40,1,71.5719313621521
41,1,65.89018154144287
42,1,60.91143226623535
43,1,61.14673900604248
44,1,62.57417917251587
45,1,64.1294813156128
46,1,65.51291036605835
47,1,67.20556592941284
48,1,69.70532250404358
49,1,71.78032612800598
